StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
09/01/2022 07:12,09/01/2022 07:20,0,100,485,1,09/01/2022 07:20,R_32XAAgcannciACS,anonymous,EN,1,,2,3,2,1,2,5,5,1,1,4,2,3,3,5,4,4,1,4,5,1,2,4,4,2,4,4,4,3,2,2,5,4,4,5,3,3,4,5,4,4,2,4,4,1,3,2,4,4,1,3,4,4,4,4,3,4,5,1,4,4,17,2,,6,,3,2,1
09/01/2022 07:18,09/01/2022 07:22,0,100,281,1,09/01/2022 07:22,R_riGJJsRPXnwoquB,anonymous,EN,1,,5,3,3,2,1,4,5,5,2,5,2,5,4,5,3,2,2,5,5,5,4,2,2,4,1,2,2,4,2,2,4,3,4,5,5,3,4,4,4,2,4,4,4,2,2,4,4,2,2,1,3,5,4,3,2,4,4,3,4,4,18,2,,1,,1,1,1
09/01/2022 08:39,09/01/2022 08:47,0,100,515,1,09/01/2022 08:47,R_Tcr58j35JcEjRLj,anonymous,EN,1,,3,4,4,1,4,2,4,4,4,4,1,1,2,2,3,4,1,4,3,5,2,1,5,2,1,3,4,2,3,4,4,4,4,4,4,4,1,3,2,4,3,2,3,4,4,4,1,1,2,2,4,4,4,2,1,4,4,2,4,2,17,2,,1,,2,1,1
09/01/2022 08:49,09/01/2022 08:52,0,100,204,1,09/01/2022 08:52,R_1lrzeowfmGS7MAK,anonymous,EN,1,,4,5,3,2,2,2,5,2,2,4,1,2,4,4,3,2,1,3,3,5,3,2,4,2,1,4,4,2,2,1,4,2,4,5,5,3,2,4,4,4,4,2,4,2,1,5,1,1,1,1,3,4,4,4,1,4,4,2,4,4,18,2,,2,,2,2,1
09/01/2022 08:48,09/01/2022 09:00,0,100,696,1,09/01/2022 09:00,R_3QWsTrUQT6F4GRA,anonymous,EN,1,,4,4,1,4,2,4,4,2,3,5,1,4,5,2,5,3,4,5,4,4,4,4,3,4,1,3,2,4,2,1,2,2,5,1,5,2,3,5,1,4,4,2,4,3,1,3,2,1,2,3,1,4,2,1,1,4,4,4,2,5,24,1,,1,,0,1,1
09/01/2022 08:51,09/01/2022 09:05,0,100,849,1,09/01/2022 09:05,R_AzH1R6lMplF7PQl,anonymous,EN,1,,3,4,2,1,1,4,4,2,4,5,2,4,4,4,5,1,2,4,4,5,4,2,4,1,1,3,4,2,4,2,4,4,4,4,5,4,4,4,2,5,4,4,3,4,2,5,2,1,1,1,2,3,2,2,1,4,4,4,2,3,19,2,,6,,1,1,2
09/01/2022 09:27,09/01/2022 09:34,0,100,406,1,09/01/2022 09:34,R_1BWweSJOINCtRNV,anonymous,EN,1,,4,5,4,3,4,4,4,2,1,3,4,2,5,4,3,4,2,2,3,4,2,4,5,4,5,2,4,1,2,4,4,4,4,4,4,2,2,4,2,3,4,4,5,4,2,4,4,1,2,4,2,4,3,2,4,4,3,1,2,3,18,2,,1,,2,1,1
09/01/2022 09:41,09/01/2022 09:46,0,100,341,1,09/01/2022 09:46,R_vDHGXjAEvCscxzj,anonymous,EN,1,,5,5,2,3,5,4,4,3,3,5,1,1,4,4,3,1,1,4,4,5,4,2,3,4,1,4,4,2,2,2,1,4,3,5,4,1,2,4,4,5,3,3,5,4,1,5,1,2,2,2,2,4,5,4,2,3,4,2,4,3,23,2,,1,,1,2,1
09/01/2022 11:09,09/01/2022 11:12,0,100,205,1,09/01/2022 11:12,R_1lsi72Lm0f5H9AT,anonymous,EN,1,,3,5,4,1,4,4,5,4,2,5,2,2,4,2,1,2,1,3,4,1,3,1,4,2,1,4,5,4,2,4,3,4,3,5,2,3,2,4,4,5,2,4,4,2,4,5,2,3,1,4,3,4,4,4,2,4,5,2,4,2,19,2,,2,,1,2,1
09/01/2022 11:39,09/01/2022 11:43,0,100,211,1,09/01/2022 11:43,R_1mFxJe4dDz3h0MY,anonymous,EN,1,,5,5,5,1,4,1,5,5,1,5,5,3,5,5,5,3,5,1,5,5,5,2,5,1,2,2,5,5,1,1,3,5,1,5,5,3,2,1,5,5,1,5,5,1,1,5,2,4,1,1,1,5,1,5,2,3,1,5,5,2,18,2,,2,,1,2,1
09/01/2022 12:45,09/01/2022 12:52,0,100,383,1,09/01/2022 12:52,R_2PmLR9vN16tMQPb,anonymous,EN,1,,5,5,1,4,5,5,5,2,4,5,2,5,4,4,2,5,4,5,4,4,3,2,3,4,4,4,4,2,2,4,5,5,5,5,2,5,2,4,3,4,4,4,4,4,2,4,3,2,2,3,4,5,5,1,4,4,3,2,4,3,18,1,,3,,3,1,1
09/01/2022 13:08,09/01/2022 13:15,0,100,374,1,09/01/2022 13:15,R_1PbA66ZxEEJI67T,anonymous,EN,1,,5,4,3,3,2,4,5,4,4,5,2,4,3,4,5,2,2,3,3,1,4,4,5,4,2,3,3,3,3,3,1,4,2,4,3,3,3,4,4,5,2,4,5,2,2,5,2,1,2,3,2,4,3,4,3,4,4,2,4,3,18,2,,1,,1,2,4
09/01/2022 13:48,09/01/2022 13:52,0,100,277,1,09/01/2022 13:52,R_24vK0Qv3ecgFUgX,anonymous,EN,1,,5,5,4,4,1,4,5,3,3,5,1,4,4,3,3,2,4,3,3,5,4,1,5,3,1,4,3,4,1,1,1,3,1,4,4,2,2,3,4,5,4,4,4,3,1,5,1,2,2,2,2,5,3,4,1,5,4,5,4,4,18,2,,2,,2,3,1
09/01/2022 14:38,09/01/2022 14:42,0,100,244,1,09/01/2022 14:42,R_2s56n2WkwIQyxES,anonymous,EN,1,,5,4,1,4,2,4,4,2,1,4,2,2,5,4,2,2,2,5,4,2,4,2,3,3,4,1,4,2,3,4,3,5,4,3,3,2,2,4,4,4,4,3,4,4,4,4,1,2,3,5,3,4,4,3,3,4,4,2,4,2,17,2,,1,,1,2,1
09/01/2022 14:46,09/01/2022 14:54,0,100,494,1,09/01/2022 14:54,R_1prnprPiUgObHap,anonymous,EN,1,,4,4,1,1,2,3,4,4,1,3,2,4,5,5,3,4,4,5,4,4,3,3,4,3,2,2,2,2,1,2,4,2,5,5,4,3,3,4,4,4,3,4,5,3,2,3,3,1,2,4,3,4,4,4,2,4,3,2,4,3,20,2,,1,,1,1,1
09/01/2022 15:42,09/01/2022 15:48,0,100,313,1,09/01/2022 15:48,R_111T5xRdCyprgP8,anonymous,EN,1,,3,4,3,2,1,4,5,5,3,5,4,2,3,4,3,5,1,4,4,5,3,1,5,4,3,3,5,4,2,2,4,4,3,5,5,3,2,2,3,4,2,4,3,4,4,4,5,4,1,1,2,4,2,3,5,2,3,5,3,3,20,2,,2,,0,,4
10/01/2022 01:00,10/01/2022 01:03,0,100,205,1,10/01/2022 01:03,R_BXpCHIzNAaVpYmB,anonymous,EN,1,,4,5,2,1,3,3,4,3,3,4,3,4,5,5,4,4,3,5,5,5,3,3,4,1,2,2,4,4,2,3,5,4,5,5,4,3,4,4,5,5,3,4,5,1,3,4,4,2,1,2,4,5,5,4,3,4,2,3,5,4,19,2,,1,,1,2,1
10/01/2022 01:07,10/01/2022 01:11,0,100,260,1,10/01/2022 01:11,R_33xuOia7Fnve4hW,anonymous,EN,1,,4,4,4,2,4,4,4,4,4,5,5,4,4,5,4,4,2,2,4,5,3,2,2,5,1,5,5,4,2,2,4,3,1,5,5,2,4,4,5,5,1,5,4,2,1,4,4,3,1,2,4,4,3,5,2,2,2,4,5,2,21,2,,2,,1,2,1
10/01/2022 02:02,10/01/2022 02:07,0,100,311,1,10/01/2022 02:07,R_afmC4MnodzMULU5,anonymous,EN,1,,4,4,1,2,4,3,4,2,2,4,2,4,5,2,5,2,1,4,3,4,4,1,2,2,2,2,5,2,2,1,4,4,5,5,4,2,2,5,5,5,4,5,5,5,1,4,4,1,1,2,2,4,4,4,2,5,4,2,4,5,18,2,,1,,2,3,1
10/01/2022 02:27,10/01/2022 02:31,0,100,275,1,10/01/2022 02:31,R_21ivZiJ1hEfQPRm,anonymous,EN,1,,3,3,4,2,1,3,5,5,4,5,1,3,3,4,3,2,1,1,5,4,1,2,3,1,1,5,4,4,2,1,5,3,2,5,4,3,4,4,4,2,5,4,3,2,1,2,1,4,1,1,5,3,3,5,1,4,2,2,4,4,18,1,,1,,1,1,1
10/01/2022 02:29,10/01/2022 02:37,0,100,477,1,10/01/2022 02:37,R_1P7fwuZPEszOFiv,anonymous,EN,1,,2,3,4,3,2,1,4,5,3,5,4,4,2,2,4,5,2,4,2,5,1,2,5,2,1,4,4,4,3,4,5,2,3,4,4,5,2,4,3,4,2,4,2,4,3,1,3,2,1,4,5,4,3,4,1,2,2,2,2,2,27,1,,2,,1,2,2
10/01/2022 02:40,10/01/2022 02:45,0,100,287,1,10/01/2022 02:45,R_3lLY5IhkFDYKIAj,anonymous,EN,1,,4,5,5,1,4,2,5,4,4,5,2,2,5,5,3,4,1,4,4,2,2,1,5,4,1,5,5,2,1,2,4,4,5,5,4,4,1,4,5,5,2,2,5,1,2,4,1,4,1,2,2,5,5,5,2,4,5,2,5,4,33,2,,1,,0,1,1
10/01/2022 02:46,10/01/2022 02:52,0,100,355,1,10/01/2022 02:52,R_rikiHwkAJ8F7yyl,anonymous,EN,1,,2,4,2,1,2,4,4,4,1,4,4,3,1,5,5,4,2,4,5,4,1,2,5,2,2,5,4,4,1,2,5,4,4,5,4,4,5,4,5,5,1,4,4,2,2,1,2,2,2,2,4,4,4,5,2,1,4,5,4,2,18,2,,2,,1,1,1
10/01/2022 02:42,10/01/2022 03:04,0,100,1273,1,10/01/2022 03:04,R_1rC7ddabO01AWWK,anonymous,EN,1,,4,4,2,4,2,2,4,2,4,4,1,2,2,2,2,2,4,5,3,4,3,2,2,4,2,1,4,3,2,2,2,5,4,2,4,3,2,4,2,4,4,2,4,5,2,4,2,2,4,3,3,5,4,1,2,4,4,2,4,4,18,2,,1,,1,1,1
10/01/2022 03:00,10/01/2022 03:05,0,100,298,1,10/01/2022 03:05,R_qCs5cYUCpVw0c0x,anonymous,EN,1,,1,4,4,1,4,1,5,4,2,5,1,5,2,5,2,5,2,4,5,5,2,4,4,2,1,5,4,2,1,4,5,2,3,5,5,4,2,4,5,4,2,4,2,2,2,2,2,4,1,1,5,5,5,5,1,4,4,1,5,2,18,2,,2,,1,1,1
10/01/2022 03:16,10/01/2022 03:24,0,100,493,1,10/01/2022 03:24,R_2462lUbhYPmYrmB,anonymous,EN,1,,4,4,3,2,2,3,5,4,2,5,3,4,5,4,4,2,5,4,5,4,4,3,5,4,5,1,2,4,3,2,5,4,3,5,4,2,2,4,3,5,4,4,5,4,1,4,3,2,1,4,3,5,4,3,3,5,2,3,4,4,18,1,,1,,2,3,1
10/01/2022 03:34,10/01/2022 03:40,0,100,337,1,10/01/2022 03:40,R_2P1k6lOxVktrt9U,anonymous,EN,1,,5,5,1,3,2,4,4,3,2,5,1,2,4,3,4,2,1,5,2,4,4,1,2,4,3,2,5,1,3,2,2,5,5,2,5,2,2,5,2,5,5,2,4,4,1,5,1,1,4,2,3,5,4,2,2,4,5,4,3,4,19,2,,1,,1,2,1
10/01/2022 03:35,10/01/2022 03:41,0,100,367,1,10/01/2022 03:41,R_3FVxmJOYo8qpOKs,anonymous,EN,1,,2,5,2,1,5,1,5,2,2,5,2,1,5,5,2,4,1,5,5,4,2,2,2,5,2,2,5,1,2,2,4,4,4,5,5,4,1,4,3,4,2,4,5,4,2,4,1,1,1,3,4,5,4,3,3,4,5,3,5,3,18,2,,1,,1,1,1
10/01/2022 03:43,10/01/2022 03:51,0,100,444,1,10/01/2022 03:51,R_12u3dXSilDLLQYj,anonymous,EN,1,,2,3,4,4,4,2,4,4,2,4,2,4,4,4,2,3,4,4,3,2,4,1,4,4,2,2,4,2,4,4,4,3,4,3,2,2,2,4,2,2,2,2,4,3,4,4,4,4,2,4,4,4,4,2,2,2,4,4,2,4,18,2,,1,,1,1,1
10/01/2022 03:50,10/01/2022 03:56,0,100,329,1,10/01/2022 03:56,R_2aPNU3SllnZfZBx,anonymous,EN,1,,5,5,1,2,5,4,5,4,4,4,1,1,4,5,4,3,5,5,4,5,5,1,4,4,1,2,5,2,2,2,2,5,5,2,5,2,5,5,4,5,4,5,4,4,1,5,1,1,3,3,1,5,5,4,1,4,5,4,5,3,18,2,,1,,2,1,1
10/01/2022 03:49,10/01/2022 03:57,0,100,439,1,10/01/2022 03:57,R_9A1wnWcZUOaCAKd,anonymous,EN,1,,3,5,5,1,4,2,4,3,2,5,4,4,4,4,4,4,1,4,5,4,1,3,5,5,1,4,3,3,2,1,5,4,2,5,4,1,2,1,4,5,1,2,3,4,4,4,2,4,1,1,5,3,1,2,1,3,2,4,4,5,19,2,,2,,1,2,2
10/01/2022 03:54,10/01/2022 04:03,0,100,533,1,10/01/2022 04:03,R_1KliehIGDcrZFrm,anonymous,EN,1,,4,4,2,5,2,3,4,5,2,5,4,4,5,4,5,4,2,5,4,4,1,1,4,2,1,5,4,5,3,1,4,5,5,5,4,3,2,4,4,5,1,5,5,4,1,2,4,2,2,4,5,5,2,4,1,2,2,5,2,5,23,1,,1,,2,2,1
10/01/2022 04:09,10/01/2022 04:14,0,100,301,1,10/01/2022 04:14,R_2cBYcsPpofN6CBB,anonymous,EN,1,,2,5,4,4,2,2,5,4,3,3,2,4,5,2,2,3,2,2,5,4,2,1,5,5,1,2,5,2,1,2,3,4,4,2,4,2,1,4,3,5,2,1,5,2,1,5,4,3,3,4,1,5,2,2,2,2,4,4,5,2,18,2,,1,,1,2,1
10/01/2022 04:14,10/01/2022 04:17,0,100,193,1,10/01/2022 04:17,R_1FQx33yWIG5qtkz,anonymous,EN,1,,4,5,1,4,2,4,5,1,5,4,1,3,5,1,4,4,2,5,4,4,4,1,2,4,1,1,3,2,4,1,4,5,5,4,4,2,1,5,2,4,4,4,5,5,2,4,2,1,4,1,2,5,5,1,2,5,3,2,2,4,18,2,,1,,1,1,1
10/01/2022 04:18,10/01/2022 04:22,0,100,246,1,10/01/2022 04:22,R_1eUZsSBa5NJqQbS,anonymous,EN,1,,4,4,3,2,2,5,5,4,5,5,2,2,4,5,5,2,5,2,5,5,4,2,2,4,1,4,4,4,1,4,4,5,4,5,5,2,2,2,5,5,1,5,4,2,4,4,5,2,2,1,1,5,2,4,5,4,3,3,5,4,20,2,,2,,1,2,2
10/01/2022 04:19,10/01/2022 04:24,0,100,352,1,10/01/2022 04:24,R_1LBRUB4b7O791nX,anonymous,EN,1,,5,5,2,5,1,5,5,4,4,4,1,4,4,4,4,2,1,3,3,5,4,3,5,4,4,3,4,2,4,3,3,4,2,2,5,1,5,5,1,5,3,5,5,3,2,5,4,4,4,2,2,5,5,1,1,4,4,4,4,3,19,2,,1,,0,1,1
10/01/2022 04:23,10/01/2022 04:27,0,100,230,1,10/01/2022 04:27,R_URBmJD6eWPHE4wh,anonymous,EN,1,,4,4,2,2,1,3,5,2,3,4,3,2,5,4,4,3,1,3,5,5,3,1,2,2,1,2,5,2,3,1,3,4,4,5,4,2,1,4,4,4,3,2,5,5,1,4,2,1,1,2,4,5,5,5,2,2,3,2,2,4,18,2,,1,,1,2,1
10/01/2022 04:24,10/01/2022 04:29,0,100,258,1,10/01/2022 04:29,R_9B6dGDYUOlTRjz3,anonymous,EN,1,,2,4,4,2,2,3,5,3,2,4,2,4,3,4,4,5,5,4,5,4,1,1,4,2,2,3,4,4,2,2,5,4,2,5,4,4,4,4,4,5,4,4,2,2,1,2,2,2,1,4,5,4,5,4,2,4,4,4,2,4,19,2,,3,,1,1,3
10/01/2022 04:26,10/01/2022 04:32,0,100,361,1,10/01/2022 04:32,R_3L0VnGzgpkQWSld,anonymous,EN,1,,4,4,4,4,3,4,4,4,4,4,1,4,4,4,2,4,5,4,3,4,2,4,4,4,4,4,5,4,3,3,4,3,4,4,4,3,1,4,2,3,4,3,4,4,2,4,1,4,3,3,4,4,4,2,4,4,4,4,4,3,18,2,,1,,1,2,1
10/01/2022 04:35,10/01/2022 04:39,0,100,238,1,10/01/2022 04:39,R_27sarH41zEmJRUa,anonymous,EN,1,,4,4,1,2,4,2,5,3,2,3,2,2,4,4,3,4,2,4,5,3,2,1,2,3,3,3,4,2,3,3,5,4,5,5,3,3,2,4,3,4,3,4,4,4,3,2,1,1,2,4,4,4,4,3,3,4,4,1,4,3,,2,,1,,4,1,1
10/01/2022 04:40,10/01/2022 04:45,0,100,330,1,10/01/2022 04:45,R_pA9W32xgP3VKozn,anonymous,EN,1,,4,4,2,4,1,4,5,2,4,4,1,4,4,2,4,2,2,4,3,5,4,1,2,4,2,1,3,2,4,2,2,4,4,2,4,1,1,4,1,4,4,4,4,4,1,4,2,1,2,2,1,5,4,2,2,4,2,2,3,4,18,1,,1,,1,1,1
10/01/2022 04:47,10/01/2022 04:50,0,100,215,1,10/01/2022 04:50,R_2wzY2ItYXGusItd,anonymous,EN,1,,3,4,5,4,4,2,5,4,3,4,2,4,4,3,2,4,2,2,4,4,2,1,5,3,1,5,4,4,4,4,5,4,2,4,4,3,4,3,2,3,2,3,4,4,2,4,4,2,2,3,4,5,4,3,3,3,3,4,4,2,18,2,,2,,2,1,1
28/02/2022 06:18,28/02/2022 06:20,0,100,98,1,28/02/2022 06:20,R_2dum6XAzmR58YLX,anonymous,EN,1,PR01 : Bing Dwen Dwen,3,3,2,2,2,4,2,3,2,2,2,2,2,2,1,2,2,3,2,1,4,2,2,4,3,2,2,3,1,2,3,2,2,2,2,2,3,3,3,1,3,3,,2,2,3,2,2,3,1,2,3,2,2,2,4,3,3,2,1,18,4,,5,1,1,1,2
10/01/2022 05:01,10/01/2022 05:06,0,100,311,1,10/01/2022 05:06,R_8prCgWP78cQdCVP,anonymous,EN,1,,2,5,5,1,4,2,5,5,2,5,1,1,4,2,2,2,1,2,4,5,1,1,5,2,2,5,5,4,2,2,5,4,1,5,5,2,1,4,2,3,4,2,4,4,1,5,1,4,1,1,4,5,4,2,2,5,5,2,2,2,18,2,,2,,1,2,1
10/01/2022 05:07,10/01/2022 05:16,0,100,488,1,10/01/2022 05:16,R_3M5uZUPvMZe6KEX,anonymous,EN,1,,4,4,5,1,2,1,5,4,2,5,1,4,3,5,4,4,1,4,5,4,1,3,5,3,2,5,2,2,2,2,5,3,2,5,3,3,3,2,4,5,3,3,4,2,1,4,1,3,1,3,4,4,4,4,3,4,4,2,4,3,19,2,,1,,1,1,1
10/01/2022 05:21,10/01/2022 05:31,0,100,606,1,10/01/2022 05:31,R_2bNmWm1MW5ZdTS3,anonymous,EN,1,,4,4,2,2,4,3,5,5,3,4,1,3,2,4,3,4,5,3,4,4,4,2,4,4,2,2,5,3,2,3,3,5,2,5,4,3,2,3,5,5,3,2,5,2,3,4,2,1,1,4,2,5,4,4,3,3,4,3,4,4,18,2,,1,,2,3,1
10/01/2022 05:29,10/01/2022 05:33,0,100,282,1,10/01/2022 05:33,R_bgDhaIRn86rHahj,anonymous,EN,1,,5,4,2,2,3,4,5,4,4,1,2,3,4,4,5,3,5,4,2,1,4,1,2,3,4,2,4,4,2,2,4,4,4,5,1,4,2,4,4,4,4,4,5,4,4,5,1,4,1,4,2,5,2,4,2,5,4,2,4,2,18,2,,1,,0,,1
10/01/2022 05:30,10/01/2022 05:34,0,100,233,1,10/01/2022 05:34,R_2s0joXYe1ldT3jf,anonymous,EN,1,,4,4,4,2,2,4,5,3,2,5,2,4,4,3,3,2,1,4,4,4,4,2,4,2,1,2,4,2,4,2,4,4,4,5,4,2,4,3,4,4,4,4,4,4,1,5,1,2,1,1,2,4,3,4,1,5,4,4,3,4,19,2,,1,,1,1,1
10/01/2022 05:05,10/01/2022 05:35,0,100,1786,1,10/01/2022 05:35,R_r1GQuzHK9ymjANX,anonymous,EN,1,,3,5,4,4,2,2,5,2,2,5,2,2,3,4,3,5,5,2,4,4,4,1,1,1,2,3,5,4,1,3,5,4,2,5,4,3,1,4,5,5,2,2,3,4,3,3,1,2,1,1,2,5,4,4,2,2,5,2,4,3,18,1,,1,,3,3,1
24/02/2022 18:36,24/02/2022 18:48,0,100,687,1,24/02/2022 18:48,R_sX979Imn7oHFXwt,anonymous,EN,1,PR12 : DSM IV,3,5,5,3,1,4,5,4,1,5,1,1,3,4,5,3,1,2,5,5,4,2,4,2,1,1,5,4,3,1,4,4,1,5,5,3,3,2,5,5,5,4,3,2,1,5,1,4,1,1,2,5,2,5,1,5,3,4,4,5,26,2,,5, bi/asexual,3,2,2
10/01/2022 05:35,10/01/2022 05:40,0,100,244,1,10/01/2022 05:40,R_2cq3UpK6JvG1klU,anonymous,EN,1,,4,4,4,4,1,2,4,4,4,4,3,2,4,2,4,3,2,1,1,2,2,3,4,3,5,2,4,4,4,2,1,3,2,2,2,2,2,2,3,2,3,2,3,5,2,4,2,4,4,5,4,4,2,4,2,2,2,4,2,4,18,1,,1,,2,1,1
10/01/2022 05:37,10/01/2022 05:40,0,100,184,1,10/01/2022 05:40,R_ST4gdhudgThZcD7,anonymous,EN,1,,4,2,2,1,5,4,4,4,4,4,1,4,4,2,4,2,2,5,4,1,4,4,2,4,5,2,2,2,2,4,4,4,4,5,2,2,4,5,2,2,4,2,4,4,4,5,4,1,1,5,2,4,5,2,4,4,4,2,4,1,18,2,,1,,2,2,1
10/01/2022 05:39,10/01/2022 05:43,0,100,283,1,10/01/2022 05:43,R_2QJM5Ls0PZNwtX3,anonymous,EN,1,,4,5,5,4,1,4,5,3,5,5,2,2,4,4,3,3,1,3,4,5,3,3,5,3,2,4,3,2,2,1,3,4,2,4,5,3,2,2,5,5,5,4,4,2,1,4,1,4,2,1,2,5,1,5,1,5,5,2,4,4,21,2,,2,,2,2,3
10/01/2022 05:41,10/01/2022 05:48,0,100,386,1,10/01/2022 05:48,R_1gjr9pf28BSnx2X,anonymous,EN,1,,4,5,1,4,4,1,5,1,5,5,1,4,5,1,5,5,1,5,4,5,4,1,1,3,1,1,5,1,5,1,4,5,5,5,5,3,1,5,2,5,5,4,5,5,1,4,1,1,1,1,2,5,5,1,1,4,5,1,2,4,19,2,,1,,3,1,1
10/01/2022 04:28,10/01/2022 05:50,0,100,4911,1,10/01/2022 05:50,R_3dQRG62P3spjBLy,anonymous,EN,1,,1,5,1,2,1,2,5,2,2,4,2,2,4,4,4,5,5,5,4,5,2,1,2,3,4,2,4,2,4,1,5,4,5,4,4,4,2,5,4,4,3,4,4,2,1,2,2,1,1,2,2,5,5,4,2,4,4,2,4,4,18,2,,1,,3,4,1
10/01/2022 05:45,10/01/2022 05:51,0,100,351,1,10/01/2022 05:51,R_2roWBgOUN4I3Uoz,anonymous,EN,1,,5,5,1,2,1,5,5,1,5,5,1,1,5,1,4,2,1,5,5,5,4,2,2,5,1,3,5,1,4,1,2,5,5,5,5,1,1,5,3,5,5,1,5,3,1,5,1,1,2,2,1,5,4,1,1,5,4,1,1,4,19,2,,2,,1,1,1
10/01/2022 04:48,10/01/2022 05:55,0,100,4060,1,10/01/2022 05:55,R_1NCBVgj047nBOpT,anonymous,EN,1,,2,4,4,1,2,4,4,3,1,4,3,5,4,4,2,4,2,2,4,4,4,4,5,1,3,4,3,2,2,2,5,4,2,5,5,3,4,2,4,4,3,4,4,1,2,4,3,4,1,2,3,5,2,4,3,3,2,3,4,3,17,2,,2,,3,1,1
10/01/2022 05:49,10/01/2022 05:55,0,100,364,1,10/01/2022 05:55,R_BAsXv4XagfsnJiV,anonymous,EN,1,,5,5,2,2,2,4,4,1,4,4,2,2,4,2,4,2,1,5,2,4,3,1,2,5,1,1,5,2,3,2,4,4,4,3,4,3,1,4,2,4,4,2,5,3,2,5,1,2,2,2,2,5,4,1,2,4,4,2,4,3,19,2,,1,,1,1,1
10/01/2022 05:55,10/01/2022 05:58,0,100,225,1,10/01/2022 05:58,R_bynUp8CUyKMTGA9,anonymous,EN,1,,3,5,1,4,1,5,5,1,5,5,1,2,5,1,5,3,2,5,5,5,5,2,1,5,1,1,2,1,5,1,4,3,5,4,5,1,3,5,1,5,5,1,5,2,1,5,1,1,2,1,1,5,5,1,1,5,5,1,2,5,19,2,,3,,1,1,1
10/01/2022 05:58,10/01/2022 06:02,0,100,272,1,10/01/2022 06:02,R_eG8Bib8B2Ui8iWZ,anonymous,EN,1,,4,4,2,3,1,4,5,4,3,4,2,3,3,4,4,4,5,4,4,5,4,4,4,4,2,4,2,3,4,1,5,4,4,5,5,3,3,4,4,3,2,4,3,5,1,3,4,3,1,2,2,5,4,3,5,3,4,3,2,4,18,2,,1,,1,1,1
